row_id,language,part,unit,unit_title,source_markdown,line,figure_number,caption,image_alt_in_markdown,image_file,image_exists,image_dimensions,image_format,alt_text,long_description,decorative,review_status,reviewer,notes,zh_reference_caption,zh_reference_alt_text
ALT-0193,en,Part 14: Practical Projects,P02,Project 2: Vertical-domain Expert SFT for Law,docs/en/part14/p02_legal_sft.md,1133,P02-20,Figure P02-20: Cross-Industry Transfer Methodology Chain Diagram,Figure P02-20,docs/images/part14/p02/p02_20_cross_domain_transfer.svg,yes,1377x768,svg,Cross-Industry Transfer Methodology Chain Diagram.,,no,Draft,,,Figure P02-20：行业迁移方法链图,图 P02-20
ALT-0194,en,Part 14: Practical Projects,P03,Project 3: LLaVA Multimodal Instruction Data Factory,docs/en/part14/p03_llava_instruct.md,183,P03-1,Figure P03-1: LLaVA Multimodal Instruction Data Factory Overview,Figure P03-1,docs/images/part14/p03_01_llava_factory_overview.png,yes,1800x982,png,LLaVA Multimodal Instruction Data Factory Overview.,,no,Draft,,,Figure P03-1：LLaVA 多模态指令数据工厂总览,图 P03-1
ALT-0195,en,Part 14: Practical Projects,P03,Project 3: LLaVA Multimodal Instruction Data Factory,docs/en/part14/p03_llava_instruct.md,263,P03-2,Figure P03-2: Multimodal Data Factory Responsibility Collaboration Diagram,Figure P03-2,docs/images/part14/p03_02_roles_and_responsibilities.png,yes,1800x982,png,Multimodal Data Factory Responsibility Collaboration Diagram.,,no,Draft,,,Figure P03-2：多模态数据工厂职责协同图,图 P03-2
ALT-0196,en,Part 14: Practical Projects,P03,Project 3: LLaVA Multimodal Instruction Data Factory,docs/en/part14/p03_llava_instruct.md,304,P03-3,Figure P03-3: Multimodal Asset Layering Diagram,Figure P03-3,docs/images/part14/p03_03_asset_layers.png,yes,2816x1332,png,Multimodal Asset Layering Diagram.,,no,Draft,,,Figure P03-3：多模态资产分层示意图,图 P03-3
ALT-0197,en,Part 14: Practical Projects,P03,Project 3: LLaVA Multimodal Instruction Data Factory,docs/en/part14/p03_llava_instruct.md,442,P03-4,Figure P03-4: Document Image Task Layering Diagram,Figure P03-4,docs/images/part14/p03_04_document_tasks.png,yes,1800x982,png,Document Image Task Layering Diagram.,,no,Draft,,,Figure P03-4：文档图像任务分层图,图 P03-4
ALT-0198,en,Part 14: Practical Projects,P03,Project 3: LLaVA Multimodal Instruction Data Factory,docs/en/part14/p03_llava_instruct.md,542,P03-5,Figure P03-5: Bounding Box Coordinate Conversion and Normalization Diagram,Figure P03-5,docs/images/part14/p03_05_bbox_alignment.png,yes,1800x1005,png,Bounding Box Coordinate Conversion and Normalization Diagram.,,no,Draft,,,Figure P03-5：bbox 坐标转换与归一化示意图,图 P03-5
ALT-0199,en,Part 14: Practical Projects,P03,Project 3: LLaVA Multimodal Instruction Data Factory,docs/en/part14/p03_llava_instruct.md,711,P03-6,Figure P03-6: Sample Quality Inspection and Rollback Closure Loop Diagram,Figure P03-6,docs/images/part14/p03_06_quality_loop.png,yes,1800x982,png,Sample Quality Inspection and Rollback Closure Loop Diagram.,,no,Draft,,,Figure P03-6：样本质检与回退闭环图,图 P03-6
ALT-0200,en,Part 14: Practical Projects,P03,Project 3: LLaVA Multimodal Instruction Data Factory,docs/en/part14/p03_llava_instruct.md,925,P03-7,Figure P03-7: Failure Sample Attribution Diagram,Figure P03-7,docs/images/part14/p03_07_failure_attribution.png,yes,1800x1005,png,Failure Sample Attribution Diagram.,,no,Draft,,,Figure P03-7：失败样本归因示意图,图 P03-7
ALT-0201,en,Part 14: Practical Projects,P03,Project 3: LLaVA Multimodal Instruction Data Factory,docs/en/part14/p03_llava_instruct.md,980,P03-8,Figure P03-8: Project Validation Closure Loop Diagram,Figure P03-8,docs/images/part14/p03_08_validation_loop.png,yes,1800x982,png,Project Validation Closure Loop Diagram.,,no,Draft,,,Figure P03-8：项目验证闭环图,图 P03-8
ALT-0202,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,84,P04-1,Figure P04-1: Synthetic Mathematics and Code Textbook Factory Project Positioning Diagram,Figure P04-1,docs/images/part14/p04_01_project_positioning.png,yes,1800x982,png,Synthetic Mathematics and Code Textbook Factory Project Positioning Diagram.,,no,Draft,,,Figure P04-1：合成数学与代码教材工厂项目定位图,图 P04-1
ALT-0203,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,109,P04-2,Figure P04-2: P04 Project Objectives and Scope Diagram,Figure P04-2,docs/images/part14/p04_02_goals_and_scope.png,yes,1800x982,png,P04 Project Objectives and Scope Diagram.,,no,Draft,,,Figure P04-2：P04 项目目标与边界示意图,图 P04-2
ALT-0204,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,189,P04-3,Figure P04-3: P04 Overall Architecture Overview Diagram,Figure P04-3,docs/images/part14/p04_03_pipeline_overview.png,yes,1800x982,png,P04 Overall Architecture Overview Diagram.,"Review against the figure and surrounding text in Project 4: Synthetic Math and Code Textbook Factory; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P04-3：P04 整体架构总览图,图 P04-3
ALT-0205,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,233,P04-4,Figure P04-4: Textbook Factory Responsibility Collaboration Diagram,Figure P04-4,docs/images/part14/p04_04_roles_and_responsibilities.png,yes,1800x982,png,Textbook Factory Responsibility Collaboration Diagram.,,no,Draft,,,Figure P04-4：教材工厂职责协同图,图 P04-4
ALT-0206,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,279,P04-5,Figure P04-5: Mapping from Seed Problems to Chapter Plans,Figure P04-5,docs/images/part14/p04_05_seed_to_plan.png,yes,1800x982,png,Mapping from Seed Problems to Chapter Plans.,,no,Draft,,,Figure P04-5：种子题到章节计划的映射图,图 P04-5
ALT-0207,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,318,P04-6,Figure P04-6: Evol-Instruct Evolution Path Diagram,Figure P04-6,docs/images/part14/p04_06_evol_path.png,yes,1800x1005,png,Evol-Instruct Evolution Path Diagram.,,no,Draft,,,Figure P04-6：Evol-Instruct 进化路径图,图 P04-6
ALT-0208,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,357,P04-7,Figure P04-7: CoT vs. PoT Comparison Diagram,Figure P04-7,docs/images/part14/p04_07_cot_vs_pot.png,yes,1800x982,png,CoT vs. PoT Comparison Diagram.,"Review against the figure and surrounding text in Project 4: Synthetic Math and Code Textbook Factory; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P04-7：CoT 与 PoT 对比图,图 P04-7
ALT-0209,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,398,P04-8,Figure P04-8: Generation Pipeline Detail Diagram,Figure P04-8,docs/images/part14/p04_08_generation_chain.png,yes,1800x1005,png,Generation Pipeline Detail Diagram.,"Review against the figure and surrounding text in Project 4: Synthetic Math and Code Textbook Factory; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P04-8：生成链路细化图,图 P04-8
ALT-0210,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,428,P04-9,Figure P04-9: Sandbox Validation Execution Path Diagram,Figure P04-9,docs/images/part14/p04_09_sandbox_validation.png,yes,1800x982,png,Sandbox Validation Execution Path Diagram.,,no,Draft,,,Figure P04-9：沙箱验证执行路径图,图 P04-9
ALT-0211,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,474,P04-10,Figure P04-10: Textbook Packaging Artifact Relationship Diagram,Figure P04-10,docs/images/part14/p04_10_packaging_outputs.png,yes,1800x1005,png,Textbook Packaging Artifact Relationship Diagram.,,no,Draft,,,Figure P04-10：教材打包产物关系图,图 P04-10
ALT-0212,en,Part 14: Practical Projects,P04,Project 4: Synthetic Math and Code Textbook Factory,docs/en/part14/p04_synthetic_textbook.md,518,P04-11,Figure P04-11: Training Encapsulation Interface Diagram,Figure P04-11,docs/images/part14/p04_11_training_interface.png,yes,1800x982,png,Training Encapsulation Interface Diagram.,,no,Draft,,,Figure P04-11：训练封装接口图,图 P04-11
ALT-0213,en,Part 14: Practical Projects,P05,Project 5: Multimodal RAG Enterprise Financial Report Assistant,docs/en/part14/p05_mm_rag.md,177,P05-1,Figure P05-1: Overall architecture diagram of the multimodal RAG financial report assistant,Figure P05-1,docs/images/part14/p05_01_overall_architecture.png,yes,1800x982,png,Overall architecture diagram of the multimodal RAG financial report assistant.,"Review against the figure and surrounding text in Project 5: Multimodal RAG Enterprise Financial Report Assistant; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P05-1：多模态 RAG 财报助手总体架构图,图 P05-1
ALT-0214,en,Part 14: Practical Projects,P05,Project 5: Multimodal RAG Enterprise Financial Report Assistant,docs/en/part14/p05_mm_rag.md,259,P05-2,Figure P05-2: Comparison of Vision-First and OCR-First approaches,Figure P05-2,docs/images/part14/p05_02_vision_vs_ocr.png,yes,1800x1005,png,Comparison of Vision-First and OCR-First approaches.,"Review against the figure and surrounding text in Project 5: Multimodal RAG Enterprise Financial Report Assistant; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P05-2：Vision-first 与 OCR-first 路线对比图,图 P05-2
ALT-0215,en,Part 14: Practical Projects,P05,Project 5: Multimodal RAG Enterprise Financial Report Assistant,docs/en/part14/p05_mm_rag.md,347,P05-3,Figure P05-3: Page assets and page number mapping diagram,Figure P05-3,docs/images/part14/p05_03_page_assets.png,yes,1800x982,png,Page assets and page number mapping diagram.,,no,Draft,,,Figure P05-3：页面资产与页码映射示意图,图 P05-3
ALT-0216,en,Part 14: Practical Projects,P05,Project 5: Multimodal RAG Enterprise Financial Report Assistant,docs/en/part14/p05_mm_rag.md,380,P05-4,Figure P05-4: PDF page rendering and visual index construction diagram,Figure P05-4,docs/images/part14/p05_04_indexing_pipeline.png,yes,1800x982,png,PDF page rendering and visual index construction diagram.,,no,Draft,,,Figure P05-4：PDF 页面渲染与视觉索引构建图,图 P05-4
ALT-0217,en,Part 14: Practical Projects,P05,Project 5: Multimodal RAG Enterprise Financial Report Assistant,docs/en/part14/p05_mm_rag.md,433,P05-5,Figure P05-5: Top-K multi-page recall and table-of-contents page filtering diagram,Figure P05-5,docs/images/part14/p05_05_topk_filtering.png,yes,1800x982,png,Top-K multi-page recall and table-of-contents page filtering diagram.,,no,Draft,,,Figure P05-5：Top-K 多页召回与目录页过滤示意图,图 P05-5
ALT-0218,en,Part 14: Practical Projects,P05,Project 5: Multimodal RAG Enterprise Financial Report Assistant,docs/en/part14/p05_mm_rag.md,505,P05-6,Figure P05-6: Multi-image context injection and answer constraint diagram,Figure P05-6,docs/images/part14/p05_06_multi_image_prompting.png,yes,1800x982,png,Multi-image context injection and answer constraint diagram.,,no,Draft,,,Figure P05-6：多图上下文注入与回答约束图,图 P05-6
ALT-0219,en,Part 14: Practical Projects,P05,Project 5: Multimodal RAG Enterprise Financial Report Assistant,docs/en/part14/p05_mm_rag.md,665,P05-7,Figure P05-7: Dual-layer evaluation framework for retrieval and answer quality,Figure P05-7,docs/images/part14/p05_07_eval_framework.png,yes,1800x1005,png,Dual-layer evaluation framework for retrieval and answer quality.,,no,Draft,,,Figure P05-7：检索与回答双层评测框架图,图 P05-7
ALT-0220,en,Part 14: Practical Projects,P05,Project 5: Multimodal RAG Enterprise Financial Report Assistant,docs/en/part14/p05_mm_rag.md,812,P05-8,Figure P05-8: Multimodal RAG optimization roadmap,Figure P05-8,docs/images/part14/p05_08_optimization_roadmap.png,yes,1800x1005,png,Multimodal RAG optimization roadmap.,,no,Draft,,,Figure P05-8：多模态 RAG 优化路径图,图 P05-8
ALT-0221,en,Part 14: Practical Projects,P05,Project 5: Multimodal RAG Enterprise Financial Report Assistant,docs/en/part14/p05_mm_rag.md,876,P05-9,Figure P05-9: Collaborative architecture of text RAG and multimodal RAG,Figure P05-9,docs/images/part14/p05_09_hybrid_rag.png,yes,1800x982,png,Collaborative architecture of text RAG and multimodal RAG.,"Review against the figure and surrounding text in Project 5: Multimodal RAG Enterprise Financial Report Assistant; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P05-9：文本 RAG 与多模态 RAG 协同架构图,图 P05-9
ALT-0222,en,Part 14: Practical Projects,P06,Project 6: CoT Reasoning Dataset Construction and PRM Training,docs/en/part14/p06_prm.md,182,P06-1,Figure P06-1: CoT and PRM Data Factory Overview,Figure P06-1,docs/images/part14/p06_01_prm_factory_overview.png,yes,1800x982,png,CoT and PRM Data Factory Overview.,,no,Draft,,,Figure P06-1：CoT 与 PRM 数据工厂总览,图 P06-1
ALT-0223,en,Part 14: Practical Projects,P06,Project 6: CoT Reasoning Dataset Construction and PRM Training,docs/en/part14/p06_prm.md,229,P06-2,Figure P06-2: Step-Level Validation and Training Feedback Loop,Figure P06-2,docs/images/part14/p06_02_step_validation_loop.png,yes,1800x982,png,Step-Level Validation and Training Feedback Loop.,,no,Draft,,,Figure P06-2：步骤级验证与训练闭环图,图 P06-2
ALT-0224,en,Part 14: Practical Projects,P06,Project 6: CoT Reasoning Dataset Construction and PRM Training,docs/en/part14/p06_prm.md,346,P06-3,Figure P06-3: Task Sampling and Specification Generation Flowchart,Figure P06-3,docs/images/part14/p06_03_task_sampling.png,yes,1800x982,png,Task Sampling and Specification Generation Flowchart.,,no,Draft,,,Figure P06-3：任务采样与规格生成流程图,图 P06-3
ALT-0225,en,Part 14: Practical Projects,P06,Project 6: CoT Reasoning Dataset Construction and PRM Training,docs/en/part14/p06_prm.md,419,P06-4,Figure P06-4: Schematic of the Three Trajectory Types,Figure P06-4,docs/images/part14/p06_04_trace_types.png,yes,1800x982,png,Schematic of the Three Trajectory Types.,"Review against the figure and surrounding text in Project 6: CoT Reasoning Dataset Construction and PRM Training; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P06-4：三类轨迹关系示意图,图 P06-4
ALT-0226,en,Part 14: Practical Projects,P06,Project 6: CoT Reasoning Dataset Construction and PRM Training,docs/en/part14/p06_prm.md,473,P06-5,Figure P06-5: PRM Step Schema Schematic,Figure P06-5,docs/images/part14/p06_05_step_schema.png,yes,1400x764,png,PRM Step Schema Schematic.,"Review against the figure and surrounding text in Project 6: CoT Reasoning Dataset Construction and PRM Training; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P06-5：PRM step schema 示意图,图 P06-5
ALT-0227,en,Part 14: Practical Projects,P06,Project 6: CoT Reasoning Dataset Construction and PRM Training,docs/en/part14/p06_prm.md,549,P06-6,Figure P06-6: Step Validation and Result Comparison Pipeline,Figure P06-6,docs/images/part14/p06_06_validation_pipeline.png,yes,1400x764,png,Step Validation and Result Comparison Pipeline.,"Review against the figure and surrounding text in Project 6: CoT Reasoning Dataset Construction and PRM Training; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P06-6：步骤验证与结果比对流程图,图 P06-6
ALT-0228,en,Part 14: Practical Projects,P06,Project 6: CoT Reasoning Dataset Construction and PRM Training,docs/en/part14/p06_prm.md,583,P06-7,Figure P06-7: Step Labels and Process-Only Signal Schematic,Figure P06-7,docs/images/part14/p06_07_step_labels.png,yes,1400x764,png,Step Labels and Process-Only Signal Schematic.,"Review against the figure and surrounding text in Project 6: CoT Reasoning Dataset Construction and PRM Training; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P06-7：step 标签与 process-only signal 示意图,图 P06-7
ALT-0229,en,Part 14: Practical Projects,P06,Project 6: CoT Reasoning Dataset Construction and PRM Training,docs/en/part14/p06_prm.md,682,P06-8,Figure P06-8: PRM Data Packaging and Training Interface,Figure P06-8,docs/images/part14/p06_08_training_interface.png,yes,1400x781,png,PRM Data Packaging and Training Interface.,,no,Draft,,,Figure P06-8：PRM 数据封装与训练接口图,图 P06-8
ALT-0230,en,Part 14: Practical Projects,P06,Project 6: CoT Reasoning Dataset Construction and PRM Training,docs/en/part14/p06_prm.md,755,P06-9,Figure P06-9: Validation Pass Rate vs. Trajectory Type Comparison,Figure P06-9,docs/images/part14/p06_09_validation_metrics.png,yes,1400x764,png,Validation Pass Rate vs. Trajectory Type Comparison.,"Review against the figure and surrounding text in Project 6: CoT Reasoning Dataset Construction and PRM Training; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P06-9：验证通过率与轨迹类型对照图,图 P06-9
ALT-0231,en,Part 14: Practical Projects,P06,Project 6: CoT Reasoning Dataset Construction and PRM Training,docs/en/part14/p06_prm.md,854,P06-10,Figure P06-10: Noise Sources in Negative and Repair Trajectories,Figure P06-10,docs/images/part14/p06_10_noise_sources.png,yes,1400x781,png,Noise Sources in Negative and Repair Trajectories.,,no,Draft,,,Figure P06-10：negative / repair 噪声来源图,图 P06-10
ALT-0232,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,98,P07-1,Figure P07-1: Agent Tool-Use Data Factory Overview,Figure P07-1,docs/images/part14/p07_01_agent_tooluse_factory_overview.png,yes,1400x764,png,Agent Tool-Use Data Factory Overview.,,no,Draft,,,Figure P07-1：Agent Tool-Use 数据工厂总览,图 P07-1
ALT-0233,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,214,P07-2,Figure P07-2: Agent Tool-Use Three-Layer Architecture Diagram,Figure P07-2,docs/images/part14/p07_02_three_layer_architecture.png,yes,1400x764,png,Agent Tool-Use Three-Layer Architecture Diagram.,"Review against the figure and surrounding text in Project 7: Agent Tool-Use Data Factory; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P07-2：Agent Tool-Use 三层架构图,图 P07-2
ALT-0234,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,253,P07-3,Figure P07-3: Key Engineering Facets of the Agent Data Factory,Figure P07-3,docs/images/part14/p07_03_roles_and_responsibilities.png,yes,1400x764,png,Key Engineering Facets of the Agent Data Factory.,,no,Draft,,,Figure P07-3：Agent 数据工厂关键工程面示意图,图 P07-3
ALT-0235,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,327,P07-4,Figure P07-4: Tool Schema Structure Diagram,Figure P07-4,docs/images/part14/p07_04_tool_schema_structure.png,yes,1400x781,png,Tool Schema Structure Diagram.,"Review against the figure and surrounding text in Project 7: Agent Tool-Use Data Factory; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P07-4：工具 schema 结构示意图,图 P07-4
ALT-0236,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,402,P07-5,Figure P07-5: Relationship Diagram of Task Specifications and Trajectory Templates,Figure P07-5,docs/images/part14/p07_05_task_specs_and_templates.png,yes,1400x764,png,Relationship Diagram of Task Specifications and Trajectory Templates.,,no,Draft,,,Figure P07-5：任务规格与轨迹模板关系图,图 P07-5
ALT-0237,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,492,P07-6,Figure P07-6: success / recovery / block Trajectory Taxonomy Diagram,Figure P07-6,docs/images/part14/p07_06_trajectory_taxonomy.png,yes,1400x764,png,success / recovery / block Trajectory Taxonomy Diagram.,,no,Draft,,,Figure P07-6：success / recovery / block 轨迹分层图,图 P07-6
ALT-0238,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,563,P07-7,Figure P07-7: Simulated Tool Environment Execution Closure Diagram,Figure P07-7,docs/images/part14/p07_07_simulated_env_loop.png,yes,1400x764,png,Simulated Tool Environment Execution Closure Diagram.,,no,Draft,,,Figure P07-7：模拟工具环境执行闭环图,图 P07-7
ALT-0239,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,597,P07-8,Figure P07-8: P07 Six-Step Pipeline Diagram,Figure P07-8,docs/images/part14/p07_08_pipeline_steps.png,yes,1400x764,png,P07 Six-Step Pipeline Diagram.,"Review against the figure and surrounding text in Project 7: Agent Tool-Use Data Factory; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P07-8：P07 六步流水线图,图 P07-8
ALT-0240,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,627,P07-9,Figure P07-9: Parameter Correction and Retry Flow Diagram,Figure P07-9,docs/images/part14/p07_09_recovery_flow.png,yes,1400x764,png,Parameter Correction and Retry Flow Diagram.,,no,Draft,,,Figure P07-9：参数修复与重试流程图,图 P07-9
ALT-0241,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,665,P07-10,Figure P07-10: Memory Read/Write Trajectory Diagram,Figure P07-10,docs/images/part14/p07_10_memory_trajectory.png,yes,1400x764,png,Memory Read/Write Trajectory Diagram.,,no,Draft,,,Figure P07-10：Memory 读写轨迹示意图,图 P07-10
ALT-0242,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,700,P07-11,Figure P07-11: Unsafe Block Decision Flow Diagram,Figure P07-11,docs/images/part14/p07_11_unsafe_block.png,yes,1400x764,png,Unsafe Block Decision Flow Diagram.,,no,Draft,,,Figure P07-11：Unsafe block 决策分流图,图 P07-11
ALT-0243,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,762,P07-12,Figure P07-12: Event Log to Training Sample Reassembly Diagram,Figure P07-12,docs/images/part14/p07_12_dataset_repacking.png,yes,1400x764,png,Event Log to Training Sample Reassembly Diagram.,,no,Draft,,,Figure P07-12：事件日志到训练样本重组图,图 P07-12
ALT-0244,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,883,P07-13,Figure P07-13: Evaluation and Inspection Dual-Closure Diagram,Figure P07-13,docs/images/part14/p07_13_eval_and_checks.png,yes,1400x781,png,Evaluation and Inspection Dual-Closure Diagram.,,no,Draft,,,Figure P07-13：评估与检查双闭环图,图 P07-13
ALT-0245,en,Part 14: Practical Projects,P07,Project 7: Agent Tool-Use Data Factory,docs/en/part14/p07_agent_tooluse.md,934,P07-14,Figure P07-14: P07 Future Evolution Roadmap,Figure P07-14,docs/images/part14/p07_14_roadmap.png,yes,1400x764,png,P07 Future Evolution Roadmap.,,no,Draft,,,Figure P07-14：P07 后续演进路线图,图 P07-14
ALT-0246,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,272,P08-1,Figure 1: P08 DataOps platform overview,Figure 1: P08 DataOps platform overview,docs/images/part14/p08_01_dataops_platform_overview.png,yes,1400x764,png,Figure 1: P08 DataOps platform overview.,,no,Draft,,,Figure P08-1：P08 DataOps 平台总览图,图 P08-1
ALT-0247,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,328,P08-2,Figure 2: Four-layer platform architecture,Figure 2: Four-layer platform architecture,docs/images/part14/p08_02_four_layer_architecture.png,yes,1400x764,png,Figure 2: Four-layer platform architecture.,"Review against the figure and surrounding text in Project 8: Building an Enterprise DataOps Platform; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P08-2：平台四层架构图,图 P08-2
ALT-0248,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,362,P08-3,"Figure 3: Specification generation, simulated operation, evaluation, and check flow","Figure 3: Spec generation, simulated run, evaluation, and check flow",docs/images/part14/p08_03_specs_to_ops_pipeline.png,yes,1400x764,png,"Figure 3: Specification generation, simulated operation, evaluation, and check flow.",,no,Draft,,,Figure P08-3：规格生成—模拟运行—评估—检查流程图,图 P08-3
ALT-0249,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,438,P08-4,"Figure 4: Tenant, project, role, and API relationship","Figure 4: Tenant, project, role, and API relationship",docs/images/part14/p08_04_object_model.png,yes,1400x764,png,"Figure 4: Tenant, project, role, and API relationship.",,no,Draft,,,Figure P08-4：租户—项目—角色—API 关系图,图 P08-4
ALT-0250,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,558,P08-5,Figure 5: Version lifecycle with release and rollback points,Figure 5: Version lifecycle with release and rollback points,docs/images/part14/p08_05_version_lifecycle.png,yes,1400x764,png,Figure 5: Version lifecycle with release and rollback points.,,no,Draft,,,Figure P08-5：版本演进与发布/回滚点示意图,图 P08-5
ALT-0251,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,627,P08-6,Figure 6: Experiment status distribution and governance actions,Figure 6: Experiment status distribution and governance actions,docs/images/part14/p08_06_experiment_tracking.png,yes,1400x764,png,Figure 6: Experiment status distribution and governance actions.,"Review against the figure and surrounding text in Project 8: Building an Enterprise DataOps Platform; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P08-6：实验状态分布与治理动作图,图 P08-6
ALT-0252,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,679,P08-7,"Figure 7: Version, experiment, result, and rollback lineage","Figure 7: Version, experiment, result, and rollback lineage",docs/images/part14/p08_07_lineage_graph.png,yes,1400x764,png,"Figure 7: Version, experiment, result, and rollback lineage.",,no,Draft,,,Figure P08-7：版本—实验—结果—回滚血缘图,图 P08-7
ALT-0253,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,727,P08-8,Figure 8: Rollback trigger and recovery flow,Figure 8: Rollback trigger and recovery flow,docs/images/part14/p08_08_rollback_flow.png,yes,1400x764,png,Figure 8: Rollback trigger and recovery flow.,,no,Draft,,,Figure P08-8：回滚触发与恢复流程图,图 P08-8
ALT-0254,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,795,P08-9,"Figure 9: Metrics, logs, alerts, and audit loop","Figure 9: Metrics, logs, alerts, and audit loop",docs/images/part14/p08_09_observability_loop.png,yes,1400x1400,png,"Figure 9: Metrics, logs, alerts, and audit loop.",,no,Draft,,,Figure P08-9：指标—日志—告警—审计闭环图,图 P08-9
ALT-0255,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,841,P08-10,Figure 10: Audit logs and incident review,Figure 10: Audit logs and incident review,docs/images/part14/p08_10_audit_and_incident_review.png,yes,1400x764,png,Figure 10: Audit logs and incident review.,,no,Draft,,,Figure P08-10：审计日志与事故复盘关联图,图 P08-10
